OBJECTID,FIPS,Life_Expectancy_Label,COUNTY,TRACT_NAME,LE_20102015,LE_StdError,LE_L95CI,LE_U95CI,LE_STATE
1032,08005080000,81.1 Years (95% C.I. 75.3 - 86.9 Years),ARAPAHOE,"Census Tract 800, Arapahoe County, Colorado",81.1,2.95,75.3,86.9,80.5
1033,08005006854,78.7 Years (95% C.I. 75.3 - 82.1 Years),ARAPAHOE,"Census Tract 68.54, Arapahoe County, Colorado",78.7,1.76,75.3,82.1,80.5
1034,08005007201,76.5 Years (95% C.I. 74.4 - 78.6 Years),ARAPAHOE,"Census Tract 72.01, Arapahoe County, Colorado",76.5,1.08,74.4,78.6,80.5
1035,08005083600,79.7 Years (95% C.I. 74.8 - 84.6 Years),ARAPAHOE,"Census Tract 836, Arapahoe County, Colorado",79.7,2.51,74.8,84.6,80.5
1036,08005085300,81.2 Years (95% C.I. 75 - 87.4 Years),ARAPAHOE,"Census Tract 853, Arapahoe County, Colorado",81.2,3.17,75,87.4,80.5
1037,08005085200,85.3 Years (95% C.I. 79.2 - 91.4 Years),ARAPAHOE,"Census Tract 852, Arapahoe County, Colorado",85.3,3.12,79.2,91.4,80.5
1038,08005086500,81.3 Years (95% C.I. 77.1 - 85.5 Years),ARAPAHOE,"Census Tract 865, Arapahoe County, Colorado",81.3,2.15,77.1,85.5,80.5
1039,08005086300,82.7 Years (95% C.I. 75.9 - 89.5 Years),ARAPAHOE,"Census Tract 863, Arapahoe County, Colorado",82.7,3.45,75.9,89.5,80.5
1040,08005006856,80.3 Years (95% C.I. 74.9 - 85.7 Years),ARAPAHOE,"Census Tract 68.56, Arapahoe County, Colorado",80.3,2.73,74.9,85.7,80.5
1041,08005006857,84.2 Years (95% C.I. 79.1 - 89.3 Years),ARAPAHOE,"Census Tract 68.57, Arapahoe County, Colorado",84.2,2.62,79.1,89.3,80.5
1042,08005006501,75.1 Years (95% C.I. 70.7 - 79.5 Years),ARAPAHOE,"Census Tract 65.01, Arapahoe County, Colorado",75.1,2.25,70.7,79.5,80.5
1043,08005005623,80.9 Years (95% C.I. 78.5 - 83.3 Years),ARAPAHOE,"Census Tract 56.23, Arapahoe County, Colorado",80.9,1.21,78.5,83.3,80.5
1044,08005006858,78.8 Years (95% C.I. 74.9 - 82.7 Years),ARAPAHOE,"Census Tract 68.58, Arapahoe County, Colorado",78.8,1.98,74.9,82.7,80.5
1045,08005005635,83.3 Years (95% C.I. 80.9 - 85.7 Years),ARAPAHOE,"Census Tract 56.35, Arapahoe County, Colorado",83.3,1.23,80.9,85.7,80.5
1046,08005006712,81.1 Years (95% C.I. 75.1 - 87.1 Years),ARAPAHOE,"Census Tract 67.12, Arapahoe County, Colorado",81.1,3.04,75.1,87.1,80.5
1047,08005005636,81.7 Years (95% C.I. 78.6 - 84.8 Years),ARAPAHOE,"Census Tract 56.36, Arapahoe County, Colorado",81.7,1.58,78.6,84.8,80.5
1048,08005004952,79.7 Years (95% C.I. 73.2 - 86.2 Years),ARAPAHOE,"Census Tract 49.52, Arapahoe County, Colorado",79.7,3.32,73.2,86.2,80.5
1049,08005082700,79.6 Years (95% C.I. 75.1 - 84.1 Years),ARAPAHOE,"Census Tract 827, Arapahoe County, Colorado",79.6,2.3,75.1,84.1,80.5
1050,08005082500,77 Years (95% C.I. 72.7 - 81.3 Years),ARAPAHOE,"Census Tract 825, Arapahoe County, Colorado",77,2.22,72.7,81.3,80.5
1051,08005006502,77 Years (95% C.I. 73.4 - 80.6 Years),ARAPAHOE,"Census Tract 65.02, Arapahoe County, Colorado",77,1.81,73.4,80.6,80.5
1052,08005005552,76.5 Years (95% C.I. 73 - 80 Years),ARAPAHOE,"Census Tract 55.52, Arapahoe County, Colorado",76.5,1.8,73,80,80.5
1053,08005007704,79.1 Years (95% C.I. 74.6 - 83.6 Years),ARAPAHOE,"Census Tract 77.04, Arapahoe County, Colorado",79.1,2.27,74.6,83.6,80.5
1054,08005084100,77.2 Years (95% C.I. 73.8 - 80.6 Years),ARAPAHOE,"Census Tract 841, Arapahoe County, Colorado",77.2,1.73,73.8,80.6,80.5
1055,08005084500,77.8 Years (95% C.I. 73.8 - 81.8 Years),ARAPAHOE,"Census Tract 845, Arapahoe County, Colorado",77.8,2.06,73.8,81.8,80.5
1056,08005005634,84.1 Years (95% C.I. 80.7 - 87.5 Years),ARAPAHOE,"Census Tract 56.34, Arapahoe County, Colorado",84.1,1.75,80.7,87.5,80.5
1057,08005084900,81.2 Years (95% C.I. 77.8 - 84.6 Years),ARAPAHOE,"Census Tract 849, Arapahoe County, Colorado",81.2,1.74,77.8,84.6,80.5
1058,08005081100,80.4 Years (95% C.I. 73.2 - 87.6 Years),ARAPAHOE,"Census Tract 811, Arapahoe County, Colorado",80.4,3.68,73.2,87.6,80.5
1059,08005081200,77.9 Years (95% C.I. 73.4 - 82.4 Years),ARAPAHOE,"Census Tract 812, Arapahoe County, Colorado",77.9,2.29,73.4,82.4,80.5
1060,08005084700,77.2 Years (95% C.I. 74.7 - 79.7 Years),ARAPAHOE,"Census Tract 847, Arapahoe County, Colorado",77.2,1.28,74.7,79.7,80.5
1061,08005084200,77.8 Years (95% C.I. 72.1 - 83.5 Years),ARAPAHOE,"Census Tract 842, Arapahoe County, Colorado",77.8,2.89,72.1,83.5,80.5
1062,08005084300,79.8 Years (95% C.I. 73.4 - 86.2 Years),ARAPAHOE,"Census Tract 843, Arapahoe County, Colorado",79.8,3.26,73.4,86.2,80.5
1063,08005085800,78.6 Years (95% C.I. 75.4 - 81.8 Years),ARAPAHOE,"Census Tract 858, Arapahoe County, Colorado",78.6,1.61,75.4,81.8,80.5
1064,08005081300,77 Years (95% C.I. 72.2 - 81.8 Years),ARAPAHOE,"Census Tract 813, Arapahoe County, Colorado",77,2.47,72.2,81.8,80.5
1065,08005085400,80 Years (95% C.I. 73.8 - 86.2 Years),ARAPAHOE,"Census Tract 854, Arapahoe County, Colorado",80,3.14,73.8,86.2,80.5
1066,08005086200,82.6 Years (95% C.I. 76.5 - 88.7 Years),ARAPAHOE,"Census Tract 862, Arapahoe County, Colorado",82.6,3.12,76.5,88.7,80.5
1067,08005085700,78.1 Years (95% C.I. 72.8 - 83.4 Years),ARAPAHOE,"Census Tract 857, Arapahoe County, Colorado",78.1,2.69,72.8,83.4,80.5
1068,08005083300,82.5 Years (95% C.I. 77.6 - 87.4 Years),ARAPAHOE,"Census Tract 833, Arapahoe County, Colorado",82.5,2.51,77.6,87.4,80.5
1069,08005084000,78.2 Years (95% C.I. 73.6 - 82.8 Years),ARAPAHOE,"Census Tract 840, Arapahoe County, Colorado",78.2,2.33,73.6,82.8,80.5
1070,08005007703,78.2 Years (95% C.I. 74.2 - 82.2 Years),ARAPAHOE,"Census Tract 77.03, Arapahoe County, Colorado",78.2,2.06,74.2,82.2,80.5
1071,08005081000,76.5 Years (95% C.I. 73.5 - 79.5 Years),ARAPAHOE,"Census Tract 810, Arapahoe County, Colorado",76.5,1.53,73.5,79.5,80.5
1072,08005080300,78.7 Years (95% C.I. 75.6 - 81.8 Years),ARAPAHOE,"Census Tract 803, Arapahoe County, Colorado",78.7,1.56,75.6,81.8,80.5
1073,08005080400,81 Years (95% C.I. 76.5 - 85.5 Years),ARAPAHOE,"Census Tract 804, Arapahoe County, Colorado",81,2.32,76.5,85.5,80.5
1074,08005080800,80 Years (95% C.I. 73.2 - 86.8 Years),ARAPAHOE,"Census Tract 808, Arapahoe County, Colorado",80,3.47,73.2,86.8,80.5
1075,08005080900,80.3 Years (95% C.I. 75.8 - 84.8 Years),ARAPAHOE,"Census Tract 809, Arapahoe County, Colorado",80.3,2.31,75.8,84.8,80.5
1076,08069002803,Estimate Not Available Due to Small Number of Deaths,LARIMER,"Census Tract 28.03, Larimer County, Colorado",,,,,80.5
1077,08069002401,Estimate Not Available Due to Small Number of Deaths,LARIMER,"Census Tract 24.01, Larimer County, Colorado",,,,,80.5
1078,08069002402,Estimate Not Available Due to Small Number of Deaths,LARIMER,"Census Tract 24.02, Larimer County, Colorado",,,,,80.5
1079,08051963900,Estimate Not Available Due to Small Number of Deaths,GUNNISON,"Census Tract 9639, Gunnison County, Colorado",,,,,80.5
1080,08037000703,Estimate Not Available Due to Small Number of Deaths,EAGLE,"Census Tract 7.03, Eagle County, Colorado",,,,,80.5
1081,08037000702,Estimate Not Available Due to Small Number of Deaths,EAGLE,"Census Tract 7.02, Eagle County, Colorado",,,,,80.5
1082,08037000402,Estimate Not Available Due to Small Number of Deaths,EAGLE,"Census Tract 4.02, Eagle County, Colorado",,,,,80.5
1083,08037000501,Estimate Not Available Due to Small Number of Deaths,EAGLE,"Census Tract 5.01, Eagle County, Colorado",,,,,80.5
1084,08037000502,Estimate Not Available Due to Small Number of Deaths,EAGLE,"Census Tract 5.02, Eagle County, Colorado",,,,,80.5
1085,08037000302,Estimate Not Available Due to Small Number of Deaths,EAGLE,"Census Tract 3.02, Eagle County, Colorado",,,,,80.5
1086,08037000701,Estimate Not Available Due to Small Number of Deaths,EAGLE,"Census Tract 7.01, Eagle County, Colorado",,,,,80.5
1087,08037000401,Estimate Not Available Due to Small Number of Deaths,EAGLE,"Census Tract 4.01, Eagle County, Colorado",,,,,80.5
1088,08037000100,Estimate Not Available Due to Small Number of Deaths,EAGLE,"Census Tract 1, Eagle County, Colorado",,,,,80.5
1089,08037000600,Estimate Not Available Due to Small Number of Deaths,EAGLE,"Census Tract 6, Eagle County, Colorado",,,,,80.5
1090,08045951802,Estimate Not Available Due to Small Number of Deaths,GARFIELD,"Census Tract 9518.02, Garfield County, Colorado",,,,,80.5
1091,08117000402,Estimate Not Available Due to Small Number of Deaths,SUMMIT,"Census Tract 4.02, Summit County, Colorado",,,,,80.5
1092,08117000100,Estimate Not Available Due to Small Number of Deaths,SUMMIT,"Census Tract 1, Summit County, Colorado",,,,,80.5
1093,08117000300,Estimate Not Available Due to Small Number of Deaths,SUMMIT,"Census Tract 3, Summit County, Colorado",,,,,80.5
1094,08065961900,Estimate Not Available Due to Small Number of Deaths,LAKE,"Census Tract 9619, Lake County, Colorado",,,,,80.5
1095,08113968102,Estimate Not Available Due to Small Number of Deaths,SAN MIGUEL,"Census Tract 9681.02, San Miguel County, Colorado",,,,,80.5
1096,08113968101,Estimate Not Available Due to Small Number of Deaths,SAN MIGUEL,"Census Tract 9681.01, San Miguel County, Colorado",,,,,80.5
1097,08113968103,Estimate Not Available Due to Small Number of Deaths,SAN MIGUEL,"Census Tract 9681.03, San Miguel County, Colorado",,,,,80.5
1098,08079973600,Estimate Not Available Due to Small Number of Deaths,MINERAL,"Census Tract 9736, Mineral County, Colorado",,,,,80.5
1099,08077000500,Estimate Not Available Due to Small Number of Deaths,MESA,"Census Tract 5, Mesa County, Colorado",,,,,80.5
1100,08077001404,Estimate Not Available Due to Small Number of Deaths,MESA,"Census Tract 14.04, Mesa County, Colorado",,,,,80.5
1101,08015000402,Estimate Not Available Due to Small Number of Deaths,CHAFFEE,"Census Tract 4.02, Chaffee County, Colorado",,,,,80.5
1102,08111972600,Estimate Not Available Due to Small Number of Deaths,SAN JUAN,"Census Tract 9726, San Juan County, Colorado",,,,,80.5
1103,08093000500,Estimate Not Available Due to Small Number of Deaths,PARK,"Census Tract 5, Park County, Colorado",,,,,80.5
1104,08093000400,Estimate Not Available Due to Small Number of Deaths,PARK,"Census Tract 4, Park County, Colorado",,,,,80.5
1105,08093000300,Estimate Not Available Due to Small Number of Deaths,PARK,"Census Tract 3, Park County, Colorado",,,,,80.5
1106,08001008526,Estimate Not Available Due to Small Number of Deaths,ADAMS,"Census Tract 85.26, Adams County, Colorado",,,,,80.5
1107,08001008536,Estimate Not Available Due to Small Number of Deaths,ADAMS,"Census Tract 85.36, Adams County, Colorado",,,,,80.5
1108,08001008548,Estimate Not Available Due to Small Number of Deaths,ADAMS,"Census Tract 85.48, Adams County, Colorado",,,,,80.5
1109,08001060000,Estimate Not Available Due to Small Number of Deaths,ADAMS,"Census Tract 600, Adams County, Colorado",,,,,80.5
1110,08001061200,Estimate Not Available Due to Small Number of Deaths,ADAMS,"Census Tract 612, Adams County, Colorado",,,,,80.5
1111,08001008549,Estimate Not Available Due to Small Number of Deaths,ADAMS,"Census Tract 85.49, Adams County, Colorado",,,,,80.5
1112,08001008551,Estimate Not Available Due to Small Number of Deaths,ADAMS,"Census Tract 85.51, Adams County, Colorado",,,,,80.5
1113,08069001606,Estimate Not Available Due to Small Number of Deaths,LARIMER,"Census Tract 16.06, Larimer County, Colorado",,,,,80.5
1114,08069000505,Estimate Not Available Due to Small Number of Deaths,LARIMER,"Census Tract 5.05, Larimer County, Colorado",,,,,80.5
1115,08001988700,Estimate Not Available Due to Small Number of Deaths,ADAMS,"Census Tract 9887, Adams County, Colorado",,,,,80.5
1116,08069000506,Estimate Not Available Due to Small Number of Deaths,LARIMER,"Census Tract 5.06, Larimer County, Colorado",,,,,80.5
1117,08069000504,Estimate Not Available Due to Small Number of Deaths,LARIMER,"Census Tract 5.04, Larimer County, Colorado",,,,,80.5
1118,08069000201,Estimate Not Available Due to Small Number of Deaths,LARIMER,"Census Tract 2.01, Larimer County, Colorado",,,,,80.5
1119,08069001111,Estimate Not Available Due to Small Number of Deaths,LARIMER,"Census Tract 11.11, Larimer County, Colorado",,,,,80.5
1120,08069000600,Estimate Not Available Due to Small Number of Deaths,LARIMER,"Census Tract 6, Larimer County, Colorado",,,,,80.5
1121,08069000100,Estimate Not Available Due to Small Number of Deaths,LARIMER,"Census Tract 1, Larimer County, Colorado",,,,,80.5
1122,08069001306,Estimate Not Available Due to Small Number of Deaths,LARIMER,"Census Tract 13.06, Larimer County, Colorado",,,,,80.5
1123,08059010209,Estimate Not Available Due to Small Number of Deaths,JEFFERSON,"Census Tract 102.09, Jefferson County, Colorado",,,,,80.5
1124,08059009831,Estimate Not Available Due to Small Number of Deaths,JEFFERSON,"Census Tract 98.31, Jefferson County, Colorado",,,,,80.5
1125,08059009829,Estimate Not Available Due to Small Number of Deaths,JEFFERSON,"Census Tract 98.29, Jefferson County, Colorado",,,,,80.5
1126,08059009839,Estimate Not Available Due to Small Number of Deaths,JEFFERSON,"Census Tract 98.39, Jefferson County, Colorado",,,,,80.5
1127,08013012907,Estimate Not Available Due to Small Number of Deaths,BOULDER,"Census Tract 129.07, Boulder County, Colorado",,,,,80.5
1128,08013012101,Estimate Not Available Due to Small Number of Deaths,BOULDER,"Census Tract 121.01, Boulder County, Colorado",,,,,80.5
1129,08013013205,Estimate Not Available Due to Small Number of Deaths,BOULDER,"Census Tract 132.05, Boulder County, Colorado",,,,,80.5
1130,08013012201,Estimate Not Available Due to Small Number of Deaths,BOULDER,"Census Tract 122.01, Boulder County, Colorado",,,,,80.5
1131,08013013202,Estimate Not Available Due to Small Number of Deaths,BOULDER,"Census Tract 132.02, Boulder County, Colorado",,,,,80.5
1132,08013012204,Estimate Not Available Due to Small Number of Deaths,BOULDER,"Census Tract 122.04, Boulder County, Colorado",,,,,80.5
1133,08013013507,Estimate Not Available Due to Small Number of Deaths,BOULDER,"Census Tract 135.07, Boulder County, Colorado",,,,,80.5
1134,08013061300,Estimate Not Available Due to Small Number of Deaths,BOULDER,"Census Tract 613, Boulder County, Colorado",,,,,80.5
1135,08013061400,Estimate Not Available Due to Small Number of Deaths,BOULDER,"Census Tract 614, Boulder County, Colorado",,,,,80.5
1136,08013012607,Estimate Not Available Due to Small Number of Deaths,BOULDER,"Census Tract 126.07, Boulder County, Colorado",,,,,80.5
1137,08013012508,Estimate Not Available Due to Small Number of Deaths,BOULDER,"Census Tract 125.08, Boulder County, Colorado",,,,,80.5
1138,08013012605,Estimate Not Available Due to Small Number of Deaths,BOULDER,"Census Tract 126.05, Boulder County, Colorado",,,,,80.5
1139,08013012401,Estimate Not Available Due to Small Number of Deaths,BOULDER,"Census Tract 124.01, Boulder County, Colorado",,,,,80.5
1140,08013012300,Estimate Not Available Due to Small Number of Deaths,BOULDER,"Census Tract 123, Boulder County, Colorado",,,,,80.5
1141,08013012202,Estimate Not Available Due to Small Number of Deaths,BOULDER,"Census Tract 122.02, Boulder County, Colorado",,,,,80.5
1142,08013012103,Estimate Not Available Due to Small Number of Deaths,BOULDER,"Census Tract 121.03, Boulder County, Colorado",,,,,80.5
1143,08123002009,Estimate Not Available Due to Small Number of Deaths,WELD,"Census Tract 20.09, Weld County, Colorado",,,,,80.5
1144,08123001906,Estimate Not Available Due to Small Number of Deaths,WELD,"Census Tract 19.06, Weld County, Colorado",,,,,80.5
1145,08123002208,Estimate Not Available Due to Small Number of Deaths,WELD,"Census Tract 22.08, Weld County, Colorado",,,,,80.5
1146,08123000200,Estimate Not Available Due to Small Number of Deaths,WELD,"Census Tract 2, Weld County, Colorado",,,,,80.5
1147,08123000300,Estimate Not Available Due to Small Number of Deaths,WELD,"Census Tract 3, Weld County, Colorado",,,,,80.5
1148,08123002012,Estimate Not Available Due to Small Number of Deaths,WELD,"Census Tract 20.12, Weld County, Colorado",,,,,80.5
1149,08014980100,Estimate Not Available Due to Small Number of Deaths,BROOMFIELD,"Census Tract 9801, Broomfield County, Colorado",,,,,80.5
1150,08123002006,Estimate Not Available Due to Small Number of Deaths,WELD,"Census Tract 20.06, Weld County, Colorado",,,,,80.5
1151,08123002210,Estimate Not Available Due to Small Number of Deaths,WELD,"Census Tract 22.10, Weld County, Colorado",,,,,80.5
1152,08014980300,Estimate Not Available Due to Small Number of Deaths,BROOMFIELD,"Census Tract 9803, Broomfield County, Colorado",,,,,80.5
1153,08014030200,Estimate Not Available Due to Small Number of Deaths,BROOMFIELD,"Census Tract 302, Broomfield County, Colorado",,,,,80.5
1154,08014031300,Estimate Not Available Due to Small Number of Deaths,BROOMFIELD,"Census Tract 313, Broomfield County, Colorado",,,,,80.5
1155,08123002204,Estimate Not Available Due to Small Number of Deaths,WELD,"Census Tract 22.04, Weld County, Colorado",,,,,80.5
1156,08123002017,Estimate Not Available Due to Small Number of Deaths,WELD,"Census Tract 20.17, Weld County, Colorado",,,,,80.5
1157,08123002011,Estimate Not Available Due to Small Number of Deaths,WELD,"Census Tract 20.11, Weld County, Colorado",,,,,80.5
1158,08123002015,Estimate Not Available Due to Small Number of Deaths,WELD,"Census Tract 20.15, Weld County, Colorado",,,,,80.5
1159,08123002021,Estimate Not Available Due to Small Number of Deaths,WELD,"Census Tract 20.21, Weld County, Colorado",,,,,80.5
1160,08014980200,Estimate Not Available Due to Small Number of Deaths,BROOMFIELD,"Census Tract 9802, Broomfield County, Colorado",,,,,80.5
1161,08123002016,Estimate Not Available Due to Small Number of Deaths,WELD,"Census Tract 20.16, Weld County, Colorado",,,,,80.5
1162,08123002005,Estimate Not Available Due to Small Number of Deaths,WELD,"Census Tract 20.05, Weld County, Colorado",,,,,80.5
1163,08123000704,Estimate Not Available Due to Small Number of Deaths,WELD,"Census Tract 7.04, Weld County, Colorado",,,,,80.5
1164,08123001411,Estimate Not Available Due to Small Number of Deaths,WELD,"Census Tract 14.11, Weld County, Colorado",,,,,80.5
1165,08031980000,Estimate Not Available Due to Small Number of Deaths,DENVER,"Census Tract 9800, Denver County, Colorado",,,,,80.5
1166,08043980200,Estimate Not Available Due to Small Number of Deaths,FREMONT,"Census Tract 9802, Fremont County, Colorado",,,,,80.5
1167,08043980300,Estimate Not Available Due to Small Number of Deaths,FREMONT,"Census Tract 9803, Fremont County, Colorado",,,,,80.5
1168,08043980100,Estimate Not Available Due to Small Number of Deaths,FREMONT,"Census Tract 9801, Fremont County, Colorado",,,,,80.5
1169,08059980400,Estimate Not Available Due to Small Number of Deaths,JEFFERSON,"Census Tract 9804, Jefferson County, Colorado",,,,,80.5
1170,08059011732,Estimate Not Available Due to Small Number of Deaths,JEFFERSON,"Census Tract 117.32, Jefferson County, Colorado",,,,,80.5
1171,08059012030,Estimate Not Available Due to Small Number of Deaths,JEFFERSON,"Census Tract 120.30, Jefferson County, Colorado",,,,,80.5
1172,08059009900,Estimate Not Available Due to Small Number of Deaths,JEFFERSON,"Census Tract 99, Jefferson County, Colorado",,,,,80.5
1173,08059009846,Estimate Not Available Due to Small Number of Deaths,JEFFERSON,"Census Tract 98.46, Jefferson County, Colorado",,,,,80.5
1174,08059012048,Estimate Not Available Due to Small Number of Deaths,JEFFERSON,"Census Tract 120.48, Jefferson County, Colorado",,,,,80.5
1175,08059009848,Estimate Not Available Due to Small Number of Deaths,JEFFERSON,"Census Tract 98.48, Jefferson County, Colorado",,,,,80.5
1176,08059012058,Estimate Not Available Due to Small Number of Deaths,JEFFERSON,"Census Tract 120.58, Jefferson County, Colorado",,,,,80.5
1177,08059011708,Estimate Not Available Due to Small Number of Deaths,JEFFERSON,"Census Tract 117.08, Jefferson County, Colorado",,,,,80.5
1178,08059980000,Estimate Not Available Due to Small Number of Deaths,JEFFERSON,"Census Tract 9800, Jefferson County, Colorado",,,,,80.5
1179,08059012034,Estimate Not Available Due to Small Number of Deaths,JEFFERSON,"Census Tract 120.34, Jefferson County, Colorado",,,,,80.5
1180,08059012043,Estimate Not Available Due to Small Number of Deaths,JEFFERSON,"Census Tract 120.43, Jefferson County, Colorado",,,,,80.5
1181,08059012044,Estimate Not Available Due to Small Number of Deaths,JEFFERSON,"Census Tract 120.44, Jefferson County, Colorado",,,,,80.5
1182,08035014300,Estimate Not Available Due to Small Number of Deaths,DOUGLAS,"Census Tract 143, Douglas County, Colorado",,,,,80.5
1183,08101980100,Estimate Not Available Due to Small Number of Deaths,PUEBLO,"Census Tract 9801, Pueblo County, Colorado",,,,,80.5
1184,08101000903,Estimate Not Available Due to Small Number of Deaths,PUEBLO,"Census Tract 9.03, Pueblo County, Colorado",,,,,80.5
1185,08101000300,Estimate Not Available Due to Small Number of Deaths,PUEBLO,"Census Tract 3, Pueblo County, Colorado",,,,,80.5
1186,08101002807,Estimate Not Available Due to Small Number of Deaths,PUEBLO,"Census Tract 28.07, Pueblo County, Colorado",,,,,80.5
1187,08035014130,Estimate Not Available Due to Small Number of Deaths,DOUGLAS,"Census Tract 141.30, Douglas County, Colorado",,,,,80.5
1188,08035014128,Estimate Not Available Due to Small Number of Deaths,DOUGLAS,"Census Tract 141.28, Douglas County, Colorado",,,,,80.5
1189,08035014129,Estimate Not Available Due to Small Number of Deaths,DOUGLAS,"Census Tract 141.29, Douglas County, Colorado",,,,,80.5
1190,08035014138,Estimate Not Available Due to Small Number of Deaths,DOUGLAS,"Census Tract 141.38, Douglas County, Colorado",,,,,80.5
1191,08035014139,Estimate Not Available Due to Small Number of Deaths,DOUGLAS,"Census Tract 141.39, Douglas County, Colorado",,,,,80.5
1192,08035014506,Estimate Not Available Due to Small Number of Deaths,DOUGLAS,"Census Tract 145.06, Douglas County, Colorado",,,,,80.5
1193,08035014604,Estimate Not Available Due to Small Number of Deaths,DOUGLAS,"Census Tract 146.04, Douglas County, Colorado",,,,,80.5
1194,08035014008,Estimate Not Available Due to Small Number of Deaths,DOUGLAS,"Census Tract 140.08, Douglas County, Colorado",,,,,80.5
1195,08035014009,Estimate Not Available Due to Small Number of Deaths,DOUGLAS,"Census Tract 140.09, Douglas County, Colorado",,,,,80.5
1196,08119010202,Estimate Not Available Due to Small Number of Deaths,TELLER,"Census Tract 102.02, Teller County, Colorado",,,,,80.5
1197,08031002803,Estimate Not Available Due to Small Number of Deaths,DENVER,"Census Tract 28.03, Denver County, Colorado",,,,,80.5
1198,08031003702,Estimate Not Available Due to Small Number of Deaths,DENVER,"Census Tract 37.02, Denver County, Colorado",,,,,80.5
1199,08031003203,Estimate Not Available Due to Small Number of Deaths,DENVER,"Census Tract 32.03, Denver County, Colorado",,,,,80.5
1200,08031002701,Estimate Not Available Due to Small Number of Deaths,DENVER,"Census Tract 27.01, Denver County, Colorado",,,,,80.5
1201,08031002000,Estimate Not Available Due to Small Number of Deaths,DENVER,"Census Tract 20, Denver County, Colorado",,,,,80.5
1202,08031980100,Estimate Not Available Due to Small Number of Deaths,DENVER,"Census Tract 9801, Denver County, Colorado",,,,,80.5
1203,08031001901,Estimate Not Available Due to Small Number of Deaths,DENVER,"Census Tract 19.01, Denver County, Colorado",,,,,80.5
1204,08031008388,Estimate Not Available Due to Small Number of Deaths,DENVER,"Census Tract 83.88, Denver County, Colorado",,,,,80.5
1205,08031001902,Estimate Not Available Due to Small Number of Deaths,DENVER,"Census Tract 19.02, Denver County, Colorado",,,,,80.5
1206,08031008305,Estimate Not Available Due to Small Number of Deaths,DENVER,"Census Tract 83.05, Denver County, Colorado",,,,,80.5
1207,08031007006,Estimate Not Available Due to Small Number of Deaths,DENVER,"Census Tract 70.06, Denver County, Colorado",,,,,80.5
1208,08031006814,Estimate Not Available Due to Small Number of Deaths,DENVER,"Census Tract 68.14, Denver County, Colorado",,,,,80.5
1209,08031007089,Estimate Not Available Due to Small Number of Deaths,DENVER,"Census Tract 70.89, Denver County, Colorado",,,,,80.5
1210,08041003801,Estimate Not Available Due to Small Number of Deaths,EL PASO,"Census Tract 38.01, El Paso County, Colorado",,,,,80.5
1211,08041006301,Estimate Not Available Due to Small Number of Deaths,EL PASO,"Census Tract 63.01, El Paso County, Colorado",,,,,80.5
1212,08041004601,Estimate Not Available Due to Small Number of Deaths,EL PASO,"Census Tract 46.01, El Paso County, Colorado",,,,,80.5
1213,08041003802,Estimate Not Available Due to Small Number of Deaths,EL PASO,"Census Tract 38.02, El Paso County, Colorado",,,,,80.5
1214,08041004200,Estimate Not Available Due to Small Number of Deaths,EL PASO,"Census Tract 42, El Paso County, Colorado",,,,,80.5
1215,08041004009,Estimate Not Available Due to Small Number of Deaths,EL PASO,"Census Tract 40.09, El Paso County, Colorado",,,,,80.5
1216,08041001600,Estimate Not Available Due to Small Number of Deaths,EL PASO,"Census Tract 16, El Paso County, Colorado",,,,,80.5
1217,08041001500,Estimate Not Available Due to Small Number of Deaths,EL PASO,"Census Tract 15, El Paso County, Colorado",,,,,80.5
1218,08041001000,Estimate Not Available Due to Small Number of Deaths,EL PASO,"Census Tract 10, El Paso County, Colorado",,,,,80.5
1219,08041005106,Estimate Not Available Due to Small Number of Deaths,EL PASO,"Census Tract 51.06, El Paso County, Colorado",,,,,80.5
1220,08041004510,Estimate Not Available Due to Small Number of Deaths,EL PASO,"Census Tract 45.10, El Paso County, Colorado",,,,,80.5
1221,08041004401,Estimate Not Available Due to Small Number of Deaths,EL PASO,"Census Tract 44.01, El Paso County, Colorado",,,,,80.5
1222,08041004403,Estimate Not Available Due to Small Number of Deaths,EL PASO,"Census Tract 44.03, El Paso County, Colorado",,,,,80.5
1223,08041004402,Estimate Not Available Due to Small Number of Deaths,EL PASO,"Census Tract 44.02, El Paso County, Colorado",,,,,80.5
1224,08041005104,Estimate Not Available Due to Small Number of Deaths,EL PASO,"Census Tract 51.04, El Paso County, Colorado",,,,,80.5
1225,08041003100,Estimate Not Available Due to Small Number of Deaths,EL PASO,"Census Tract 31, El Paso County, Colorado",,,,,80.5
1226,08005082800,Estimate Not Available Due to Small Number of Deaths,ARAPAHOE,"Census Tract 828, Arapahoe County, Colorado",,,,,80.5
1227,08055960600,Estimate Not Available Due to Small Number of Deaths,HUERFANO,"Census Tract 9606, Huerfano County, Colorado",,,,,80.5
1228,08005006705,Estimate Not Available Due to Small Number of Deaths,ARAPAHOE,"Census Tract 67.05, Arapahoe County, Colorado",,,,,80.5
1229,08005082900,Estimate Not Available Due to Small Number of Deaths,ARAPAHOE,"Census Tract 829, Arapahoe County, Colorado",,,,,80.5
1230,08005086900,Estimate Not Available Due to Small Number of Deaths,ARAPAHOE,"Census Tract 869, Arapahoe County, Colorado",,,,,80.5
1231,08005085900,Estimate Not Available Due to Small Number of Deaths,ARAPAHOE,"Census Tract 859, Arapahoe County, Colorado",,,,,80.5
